startdate,enddate,status,progress,durationinseconds,finished,recordeddate,responseid,externalreference,distributionchannel,userlanguage,pol_feeling_1,pol_feeling_2,pol_feeling_3,rep_pov,dem_pov,vote_registr,vote1,vote2,vote3_1,follow_politics,follow_trump,news_source_3_1,news_source_3_2,news_source_3_3,news_source_3_4,news_source_3_10,news_source_3_5,news_source_3_6,news_source_3_11,read_news,q106_firstclick,q106_lastclick,q106_pagesubmit,q106_clickcount,news_knowledge_5,news_knowledge_6,news_knowledge_7,news_knowledge_8,news_knowledge_9,news_knowledge_10,news_knowledge_11,news_knowledge_12,news_knowledge_13,news_knowledge_14,news_knowledge_15,news_knowledge_16,news_knowledge_17,news_knowledge_18,news_knowledge_19,attitude_trade_1,attitude_race_1,attitude_metoo_1,attitude_kavanaugh_1,attitude_immigration_1,attitude_mueller_1,attitude_gun_1,attitude_media_1,attitude_trump_1,swb_happiness,swb_relhappiness,swb_swl1,swb_swl2,swb_swl3,swb_lnlns1,swb_lnlns2,swb_lnlns3,swb_eurhappsvy_4,swb_eurhappsvy_5,swb_eurhappsvy_6,swb_eurhappsvy_7,leisure_activities1,leisure_activities3_1,leisure_activities3_2,leisure_activities3_3,leisure_activities3_4,leisure_activities3_5,fb_minutes,fb_soclife_1,fb_goodbad_1,fb_society_1,fb_happy_1,fb_habit_1,fb_betterfollownews_1,fb_morefakenews_1,fb_polarize_1,deact_24h_goodbad_1,deact_4wk_goodbad_1,deactiv_yesno,wta3,wta_understanding1,wta_understanding2,fb_use_plan,agenda,followup,id,second_4weeks_num2,first_question_counts,accept_second_4weeks,second_4weeks_num1,wta1,wta2,lowqual,first_4weeks_num,t,friends_met_number,rep_angry_length,dem_angry_length,fb_posimp_length,fb_posimp_log,fb_negimp_length,fb_negimp_log
2018-11-08 07:31:39,2018-11-08 08:18:01,IP Address,100,2782,True,2018-11-08 08:18:02,R_12LoU1YfqODW0Cq,,email,EN,80,16,0,Four times or more,Four times or more,Indiana,Yes,Democratic candidate,17,Rather closely,Somewhat closely,A little more,A little more,Same,Same,Same,Same,Same,A lot more,15,6.548,483.334,485.026,87,Unsure,True,True,True,True,Unsure,True,Unsure,True,Unsure,Unsure,Unsure,Unsure,False,Unsure,8,10,5,1,9,8,9,9,0,5,5,Agree,Agree,Agree,Some of the time,Some of the time,Some of the time,3.,3.,4. All or almost all of the time.,1. None or almost none of the times,"Go out for dinner,Talk to friends on the phone,Interact with someone who voted the opposite way as you in the last presidential election,Interact with someone from another country,Spend time with your parents",Same,Same,Same,A little more,Same,5,2,2,2,2,9,0,9,9,10,,Yes,50.00,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 50% or more,"No, I don't think they had a particular agenda.",No,11278,0,0,0,0,35,25,0,0,0,1.9459101,207.0,0.0,31.0,3.465736,47.0,3.871201
2018-11-08 08:05:08,2018-11-08 08:18:13,IP Address,100,784,True,2018-11-08 08:18:14,R_1o7w0BTxZvWEuAS,,email,EN,0,100,100,Two or three times,Never,Pennsylvania,Yes,Republican candidate,100,Rather closely,Very closely,A little less,A little more,A little more,Same,Same,A lot less,A little less,A lot more,60,2.1,75.646,76.308,57,True,True,True,True,Unsure,True,True,Unsure,True,True,Unsure,True,Unsure,Unsure,False,8,5,8,10,3,0,5,9,10,5,5,Slightly agree,Agree,Agree,Hardly ever,Hardly ever,Hardly ever,3.,2.,3.,1. None or almost none of the times,"Go out for dinner,Spend time with your parents",Same,Same,Same,A little less,Same,10,1,2,3,0,8,3,10,5,10,,Yes,100,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 1% to 50%,"No, I don't think they had a particular agenda.",Yes,10749,0,1,0,0,500,500,0,102,0,0.6931472,4.0,23.0,28.0,3.3672957,38.0,3.6635616
2018-11-08 08:01:59,2018-11-08 08:18:19,IP Address,100,979,True,2018-11-08 08:18:19,R_2CpRR8JhsAUw79m,,email,EN,94,7,0,Four times or more,Four times or more,Florida,Yes,Democratic candidate,0,Very closely,Very closely,Same,A little less,Same,A little more,A little more,Same,A little more,Same,120,4.917,60.974,61.988,15,True,True,True,False,True,Unsure,True,False,True,False,False,False,False,False,False,8,10,2,0,8,10,10,2,0,5,4,Neither agree nor disagree,Slightly agree,Agree,Hardly ever,Hardly ever,Hardly ever,1. None or almost none of the times,2.,4. All or almost all of the time.,1. None or almost none of the times,"Go out for dinner,Talk to friends on the phone,Interact with someone who voted the opposite way as you in the last presidential election,Interact with someone from another country,Get together with friends,Spend time with your parents",Same,A lot less,A little more,A little more,A lot more,20,3,3,3,3,8,3,9,9,5,,Yes,400,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...neither increase nor decrease the amount of time I spend on Facebook,"No, I don't think they had a particular agenda.",Yes,16718,0,0,0,0,450,450,0,102,0,2.7725887,352.0,0.0,164.0,5.1059456,191.0,5.2574954
2018-11-08 07:26:06,2018-11-08 08:18:26,IP Address,100,3139,True,2018-11-08 08:18:26,R_2ByfoxzZMi7KGjs,,email,EN,89,31,15,Never,Four times or more,New York,Yes,Democratic candidate,43,Rather closely,Rather closely,Same,A little less,A little more,A little more,A little more,A little more,A little more,Same,180,23.657,211.89,212.981,69,True,True,True,True,Unsure,Unsure,True,Unsure,Unsure,Unsure,False,Unsure,Unsure,Unsure,True,5,8,4,2,9,7,10,2,10,7 (a very happy person),6,Slightly agree,Slightly agree,Slightly agree,Some of the time,Hardly ever,Hardly ever,2.,2.,4. All or almost all of the time.,2.,"Talk to friends on the phone,Get together with friends,Spend time with your kids",A little more,Same,Same,Same,A little more,180,6,7,7,6,6,6,6,6,6,,Yes,400,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...neither increase nor decrease the amount of time I spend on Facebook,"Yes, I think they wanted to show that Facebook is bad for people.",Yes,14225,0,0,0,0,100,150,1,0,0,1.9459101,65.0,0.0,11.0,2.4849067,0.0,0.0
2018-11-08 07:53:47,2018-11-08 08:19:23,IP Address,100,1535,True,2018-11-08 08:19:23,R_e8xnAOnEOq1yRlT,,email,EN,51,51,52,Never,Never,California,Yes,Republican candidate,73,Not at all closely,Not at all closely,Same,Same,Same,Same,Same,Same,Same,Same,10,22.218,108.13,109.083,64,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,6,6,6,5,3,5,7,7,6,6,6,Agree,Agree,Agree,Hardly ever,Hardly ever,Hardly ever,1. None or almost none of the times,2.,3.,1. None or almost none of the times,"Get together with friends,Spend time with your parents,Spend time with your kids",Same,Same,Same,A little more,Same,60,6,6,6,5,6,6,6,6,6,,Yes,25,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...neither increase nor decrease the amount of time I spend on Facebook,"Yes, I think they wanted to show that Facebook is bad for people.",Yes,20492,0,0,0,0,50,50,0,0,0,2.0794415,4.0,4.0,14.0,2.7080503,25.0,3.2580965
2018-11-08 08:02:00,2018-11-08 08:19:36,IP Address,100,1056,True,2018-11-08 08:19:36,R_3knRKGb34esFw3Q,,email,EN,34,59,35,Never,Never,None,No,Republican candidate,57,Somewhat closely,Somewhat closely,Same,Same,Same,Same,Same,Same,Same,Same,30,0.289,101.965,102.578,69,True,True,True,False,Unsure,Unsure,True,False,Unsure,Unsure,Unsure,Unsure,False,False,True,5,5,10,9,5,5,4,8,3,6,6,Slightly disagree,Slightly agree,Agree,Hardly ever,Hardly ever,Hardly ever,1. None or almost none of the times,2.,3.,1. None or almost none of the times,"Go out for dinner,Talk to friends on the phone,Interact with someone from another country,Get together with friends",Same,A little less,A lot less,Same,A little more,30,4,4,4,4,7,4,7,7,8,,Yes,50,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 1% to 50%,"No, I don't think they had a particular agenda.",Yes,1897,0,1,0,0,49,40,0,0,0,1.7917595,14.0,27.0,10.0,2.3978953,4.0,1.609438
2018-11-08 07:52:28,2018-11-08 08:19:39,IP Address,100,1631,True,2018-11-08 08:19:40,R_2RRrFAT6nV92sk4,,email,EN,29,55,48,Once,Never,Delaware,No,Republican candidate,98,Not at all closely,Not at all closely,A lot less,A lot less,A lot less,A lot less,A lot less,Same,A lot less,A lot less,2,7.811,138.787,140.092,27,Unsure,Unsure,True,Unsure,Unsure,Unsure,Unsure,Unsure,True,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,5,6,4,5,3,4,7,8,3,4,2,Slightly disagree,Slightly disagree,Slightly disagree,Some of the time,Often,Often,2.,3.,2.,1. None or almost none of the times,"Go out for dinner,Interact with someone from another country",Same,A little more,Same,A little less,A little more,70,4,5,5,4,6,7,6,6,6,,Yes,40,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 1% to 50%,"Yes, I think they wanted to show that Facebook is bad for people.",No,23148,0,0,0,0,50,49,0,0,0,1.0986123,0.0,0.0,116.0,4.762174,68.0,4.2341065
2018-11-08 07:56:54,2018-11-08 08:20:17,IP Address,100,1403,True,2018-11-08 08:20:18,R_AbWNmMwNKv5mIRr,,email,EN,35,53,40,Two or three times,Once,New York,No,Republican candidate,69,Not at all closely,Somewhat closely,A lot less,A lot less,A lot less,A lot less,A lot less,A lot less,A lot less,Same,20,420.987,527.525,528.437,58,Unsure,True,True,False,Unsure,Unsure,Unsure,False,True,Unsure,Unsure,False,True,Unsure,Unsure,6,6,7,7,4,5,7,7,5,5,5,Slightly agree,Slightly agree,Slightly agree,Hardly ever,Hardly ever,Hardly ever,1. None or almost none of the times,2.,3.,1. None or almost none of the times,"Talk to friends on the phone,Interact with someone from another country,Get together with friends",A little more,Same,Same,A little more,Same,0,4,5,4,5,7,6,7,7,,6,Yes,50,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...neither increase nor decrease the amount of time I spend on Facebook,"No, I don't think they had a particular agenda.",Yes,2312,0,1,0,0,30,100,0,102,1,1.0986123,20.0,4.0,28.0,3.3672957,21.0,3.0910425
2018-11-08 07:52:33,2018-11-08 08:20:52,IP Address,100,1698,True,2018-11-08 08:20:53,R_1o0cUqASZEuuLK2,,email,EN,0,70,100,Four times or more,Four times or more,Pennsylvania,Yes,Republican candidate,100,Somewhat closely,Somewhat closely,Same,A little less,Same,Same,Same,A little less,A little less,Same,40,5.357,170.247,170.993,66,True,True,True,False,Unsure,True,True,False,True,Unsure,False,Unsure,Unsure,Unsure,False,6,7,10,9,6,0,2,10,9,7 (a very happy person),7 (more happy),Agree,Agree,Strongly agree,Hardly ever,Hardly ever,Hardly ever,1. None or almost none of the times,1. None or almost none of the times,3.,1. None or almost none of the times,"Go out for dinner,Talk to friends on the phone,Interact with someone who voted the opposite way as you in the last presidential election,Get together with friends,Spend time with your parents,Spend time with your kids",A little less,A little less,A little more,Same,Same,150,5,5,5,5,10,5,8,10,5,,Yes,700,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...neither increase nor decrease the amount of time I spend on Facebook,I am not sure.,Yes,13485,0,0,0,0,200,800,0,0,0,2.7080503,4.0,250.0,149.0,5.0106354,65.0,4.189655
2018-11-08 07:58:06,2018-11-08 08:21:10,IP Address,100,1383,True,2018-11-08 08:21:10,R_QofkFjZBQJEssyR,,email,EN,5,96,15,Once,Four times or more,Connecticut,Yes,Republican candidate,100,Very closely,Rather closely,A lot more,Same,A lot less,A lot less,A lot less,Same,A little less,A lot more,1.5,1.992,129.683,130.827,62,True,True,True,True,True,True,True,False,Unsure,Unsure,False,Unsure,False,False,False,10,6,10,10,10,7,3,8,3,5,7 (more happy),Slightly agree,Slightly agree,Strongly agree,Some of the time,Hardly ever,Hardly ever,1. None or almost none of the times,2.,4. All or almost all of the time.,2.,"Go out for dinner,Talk to friends on the phone,Interact with someone who voted the opposite way as you in the last presidential election,Interact with someone from another country,Go to a party,Get together with friends",Same,Same,A little more,Same,A little more,60,7,5,5,5,5,5,7,8,5,,Yes,200,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...neither increase nor decrease the amount of time I spend on Facebook,I am not sure.,Yes,2952,0,1,0,0,300,300,0,0,0,2.4849067,0.0,17.0,45.0,3.8286414,28.0,3.3672957
2018-11-08 08:06:15,2018-11-08 08:21:17,IP Address,100,901,True,2018-11-08 08:21:17,R_115PZzGFJ2RpiAH,,email,EN,55,0,0,Two or three times,Once,None,No,Other/don't know,,Not at all closely,Not at all closely,Same,Same,Same,Same,Same,A lot less,A lot less,A lot less,5,6.886,99.75,109.846,16,True,True,True,True,Unsure,False,True,Unsure,False,Unsure,Unsure,True,True,Unsure,Unsure,7,10,0,0,8,0,9,10,0,7 (a very happy person),7 (more happy),Agree,Strongly agree,Strongly agree,Some of the time,Hardly ever,Hardly ever,1. None or almost none of the times,2.,4. All or almost all of the time.,1. None or almost none of the times,"Go out for dinner,Talk to friends on the phone,Interact with someone who voted the opposite way as you in the last presidential election",Same,A lot more,Same,A lot more,Same,0,2,2,2,2,8,9,9,10,,10,Yes,5,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 50% or more,"No, I don't think they had a particular agenda.",Yes,10112,0,0,0,0,20,75,0,102,1,0.0,230.0,31.0,30.0,3.4339871,99.0,4.6051702
2018-11-08 07:47:17,2018-11-08 08:21:20,IP Address,100,2042,True,2018-11-08 08:21:21,R_3RkJ061AUFL8vYq,,email,EN,90,17,8,Two or three times,Four times or more,Pennsylvania,Yes,Democratic candidate,0,Very closely,Rather closely,Same,Same,Same,Same,A little more,A little less,Same,A little more,45,14.994,363.665,372.507,15,True,True,True,True,Unsure,True,True,Unsure,Unsure,Unsure,False,Unsure,Unsure,False,False,7,9,8,2,8,9,10,7,0,2,2,Disagree,Slightly disagree,Disagree,Some of the time,Some of the time,Often,3.,1. None or almost none of the times,3.,1. None or almost none of the times,"Go out for dinner,Go to the cinema,Get together with friends",Same,Same,A little less,A little more,A little more,90,4,6,7,5,4,2,7,8,6,,Yes,100,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 1% to 50%,"No, I don't think they had a particular agenda.",Yes,1628,0,0,0,0,200,200,0,102,0,1.9459101,136.0,0.0,57.0,4.060443,100.0,4.6151204
2018-11-08 08:00:36,2018-11-08 08:22:30,IP Address,100,1314,True,2018-11-08 08:22:31,R_1da7ELM6rkV8jI9,,email,EN,60,29,10,Never,Once,None,No,Other/don't know,,Not at all closely,Not at all closely,A lot less,A little less,A lot less,A lot less,A lot less,A lot less,A little less,A little less,60,20.872,124.813,126.316,15,Unsure,False,True,Unsure,Unsure,Unsure,Unsure,Unsure,True,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,6,10,6,2,6,4,7,10,0,4,4,Slightly agree,Slightly agree,Agree,Some of the time,Some of the time,Some of the time,1. None or almost none of the times,1. None or almost none of the times,3.,1. None or almost none of the times,"Go out for dinner,Interact with someone from another country,Get together with friends,Spend time with your parents",A little more,Same,Same,A little less,Same,0,3,3,4,4,7,4,9,7,,7,Yes,75,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 1% to 50%,"Yes, I think they wanted to show that Facebook is bad for people.",Yes,21243,0,1,0,0,50,200,0,102,1,1.3862944,20.0,20.0,63.0,4.158883,64.0,4.1743875
2018-11-08 07:48:26,2018-11-08 08:22:31,IP Address,100,2044,True,2018-11-08 08:22:32,R_1mkeK0cBqC7SkRt,,email,EN,85,0,0,Never,Never,Illinois,Yes,Democratic candidate,0,Rather closely,Rather closely,Same,Same,Same,Same,Same,Same,Same,Same,4,5.727,279.327,290.3,61,True,True,True,False,True,True,True,False,False,Unsure,False,False,False,False,False,7,0,6,0,10,10,10,6,0,2,2,Strongly disagree,Disagree,Disagree,Often,Some of the time,Some of the time,3.,4. All or almost all of the time.,2.,3.,"Go out for dinner,Talk to friends on the phone,Interact with someone from another country,Get together with friends",Same,Same,Same,Same,A little less,200,8,8,8,6,7,8,8,5,6,,Yes,2500,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 1% to 50%,"Yes, I think they wanted to show that Facebook is bad for people.",Yes,18796,0,0,0,0,2500,2500,0,0,0,1.7917595,299.0,4.0,81.0,4.406719,323.0,5.7807436
2018-11-08 07:54:41,2018-11-08 08:22:33,IP Address,100,1672,True,2018-11-08 08:22:33,R_Q62ZITQzNPxC9oJ,,email,EN,41,0,0,Never,Never,Georgia,Yes,Democratic candidate,0,Very closely,Very closely,Same,Same,Same,Same,Same,Same,Same,Same,4,9.19,110.972,112.157,15,True,True,True,False,True,False,True,False,True,False,False,True,Unsure,True,False,3,10,7,0,10,10,6,5,0,3,4,Disagree,Disagree,Neither agree nor disagree,Some of the time,Some of the time,Some of the time,3.,1. None or almost none of the times,1. None or almost none of the times,2.,"Interact with someone who voted the opposite way as you in the last presidential election,Interact with someone from another country,Get together with friends,Spend time with your kids",Same,Same,A little less,Same,A little more,120,6,6,6,5,6,4,7,7,7,,Yes,200.00,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...neither increase nor decrease the amount of time I spend on Facebook,I am not sure.,Yes,801,0,1,0,0,420,420,0,102,0,1.9459101,407.0,4.0,61.0,4.1271343,80.0,4.394449
2018-11-08 08:05:39,2018-11-08 08:22:55,IP Address,100,1036,True,2018-11-08 08:22:56,R_2zFLWjmg4xGNBAw,,email,EN,10,92,96,Two or three times,Never,Texas,Yes,Republican candidate,100,Somewhat closely,Very closely,Same,Same,A little more,Same,Same,A little more,A little more,Same,30,6.444,96.556,97.409,63,True,True,True,True,True,Unsure,False,True,Unsure,Unsure,True,Unsure,Unsure,Unsure,True,10,5,7,10,9,5,8,10,10,7 (a very happy person),6,Agree,Agree,Strongly agree,Hardly ever,Hardly ever,Hardly ever,1. None or almost none of the times,2.,2.,1. None or almost none of the times,"Go out for dinner,Talk to friends on the phone,Go to a party,Spend time with your parents,Spend time with your kids",A little less,Same,A lot less,A little more,A lot more,0,6,8,2,5,9,10,10,10,,10,Yes,50,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 50% or more,"No, I don't think they had a particular agenda.",Yes,108,0,1,0,0,30,50,0,102,1,0.6931472,4.0,159.0,47.0,3.871201,39.0,3.6888795
2018-11-08 08:06:28,2018-11-08 08:22:59,IP Address,100,990,True,2018-11-08 08:23:00,R_1hEHUgYqAbwgWex,,email,EN,10,92,94,Four times or more,Never,Texas,Yes,Republican candidate,88,Very closely,Very closely,A little more,A little more,A lot more,A lot more,A lot more,A lot less,A lot less,A lot more,80,15.053,230.758,231.582,17,True,True,False,True,True,True,True,True,False,False,True,False,False,False,Unsure,8,9,10,10,5,8,8,8,7,5,5,Slightly agree,Slightly agree,Slightly agree,Some of the time,Some of the time,Some of the time,2.,2.,2.,2.,"Go out for dinner,Talk to friends on the phone,Interact with someone who voted the opposite way as you in the last presidential election",A lot less,A lot less,A lot more,A little less,A little more,0,4,4,4,4,4,4,3,3,,6,Yes,100,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 50% or more,"Yes, I think they wanted to show that Facebook is bad for people.",No,22940,0,0,0,0,100,200,0,102,1,1.3862944,19.0,15.0,22.0,3.1354942,20.0,3.0445225
2018-11-08 08:05:37,2018-11-08 08:23:44,IP Address,100,1086,True,2018-11-08 08:23:44,R_32XxFpNpnqAky3D,,email,EN,50,45,45,Never,Never,Oregon,No,Other/don't know,,Not at all closely,Not at all closely,Same,Same,Same,Same,Same,A lot less,A little more,A little more,10,11.481,121.707,123.415,17,True,True,True,Unsure,Unsure,False,True,Unsure,False,Unsure,Unsure,True,Unsure,Unsure,Unsure,7,9,5,5,5,6,7,8,4,4,3,Slightly disagree,Slightly disagree,Disagree,Some of the time,Some of the time,Some of the time,2.,3.,3.,2.,"Talk to friends on the phone,Interact with someone who voted the opposite way as you in the last presidential election,Get together with friends",A little more,A little less,Same,A little more,Same,0,7,7,8,5,3,8,7,5,,6,Yes,20,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 1% to 50%,"No, I don't think they had a particular agenda.",Yes,22127,0,1,0,0,25,50,0,102,1,1.609438,0.0,0.0,74.0,4.317488,55.0,4.0253515
2018-11-08 08:05:28,2018-11-08 08:23:53,IP Address,100,1104,True,2018-11-08 08:23:53,R_1QcqrNEu4yTPCea,,email,EN,73,0,0,Never,Two or three times,California,Yes,Democratic candidate,0,Somewhat closely,Somewhat closely,Same,Same,Same,Same,Same,A little more,A little more,A little more,120,10.537,74.676,75.468,52,Unsure,True,True,True,False,True,True,False,False,False,Unsure,Unsure,False,False,False,7,10,1,0,8,9,10,4,0,5,5,Slightly agree,Slightly agree,Slightly agree,Hardly ever,Hardly ever,Hardly ever,2.,4. All or almost all of the time.,2.,3.,"Go out for dinner,Interact with someone from another country,Go to a party,Get together with friends,Spend time with your parents,Spend time with your kids",Same,Same,Same,A little more,Same,210,6,6,6,6,3,6,7,8,5,,Yes,1000,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...neither increase nor decrease the amount of time I spend on Facebook,"No, I don't think they had a particular agenda.",Yes,17371,0,0,0,0,1250,600,0,102,0,2.1972246,115.0,62.0,55.0,4.0253515,33.0,3.5263605
2018-11-08 08:10:50,2018-11-08 08:24:03,IP Address,100,793,True,2018-11-08 08:24:04,R_1I5C2ShstCcSzaC,,email,EN,48,52,52,Never,Never,Maryland,Yes,Democratic candidate,50,Not at all closely,Not at all closely,A lot less,A lot less,A lot less,A lot less,A lot less,A little less,Same,A little less,15,5.081,76.196,76.675,49,True,True,True,True,Unsure,Unsure,True,Unsure,True,Unsure,Unsure,Unsure,Unsure,Unsure,False,2,7,8,4,5,5,7,6,5,4,3,Neither agree nor disagree,Slightly disagree,Slightly disagree,Often,Often,Some of the time,2.,2.,2.,3.,"Go out for dinner,Go to the cinema",Same,A little more,A little more,A little less,A lot less,60,4,5,4,3,5,6,10,5,4,,Yes,400,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...neither increase nor decrease the amount of time I spend on Facebook,I am not sure.,No,8,0,0,0,0,5000,1000,0,102,0,0.6931472,4.0,4.0,27.0,3.3322046,9.0,2.3025851
2018-11-08 08:03:57,2018-11-08 08:24:21,IP Address,100,1224,True,2018-11-08 08:24:22,R_2tx125miJdIz3FG,,email,EN,100,9,0,Once,Four times or more,Colorado,Yes,Democratic candidate,0,Rather closely,Rather closely,Same,Same,A little more,Same,A little more,Same,A little more,Same,45,3.708,85.481,85.991,61,False,True,True,True,Unsure,False,Unsure,False,Unsure,Unsure,False,Unsure,Unsure,Unsure,False,6,10,2,0,7,0,10,9,0,5,4,Neither agree nor disagree,Slightly agree,Agree,Some of the time,Some of the time,Some of the time,3.,3.,4. All or almost all of the time.,3.,"Talk to friends on the phone,Interact with someone who voted the opposite way as you in the last presidential election,Get together with friends,Spend time with your parents",Same,Same,A lot less,Same,Same,60,9,7,7,7,3,7,10,10,5,,Yes,500,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...neither increase nor decrease the amount of time I spend on Facebook,"No, I don't think they had a particular agenda.",Yes,3007,0,1,0,0,500,500,0,0,0,1.9459101,0.0,91.0,113.0,4.7361984,24.0,3.218876
2018-11-08 08:04:59,2018-11-08 08:24:26,IP Address,100,1166,True,2018-11-08 08:24:27,R_1DMTG66xttmjrf3,,email,EN,100,4,0,Never,Never,Georgia,Yes,Democratic candidate,1,Very closely,Somewhat closely,A little more,A little less,A lot more,Same,A little more,Same,Same,A little more,2,5.112,64.217,65.722,15,True,True,True,True,False,True,True,Unsure,True,True,True,Unsure,Unsure,Unsure,Unsure,6,9,7,0,8,7,10,6,1,6,7 (more happy),Agree,Agree,Agree,Some of the time,Some of the time,Some of the time,1. None or almost none of the times,1. None or almost none of the times,4. All or almost all of the time.,2.,"Go out for dinner,Go to the cinema,Talk to friends on the phone,Interact with someone who voted the opposite way as you in the last presidential election,Interact with someone from another country,Go to a shopping mall,Spend time with your kids",A little less,Same,Same,Same,Same,75,6,7,6,4,6,6,6,6,9,,Yes,60,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 50% or more,I am not sure.,Yes,2488,0,1,0,0,100,100,0,0,0,0.6931472,0.0,0.0,34.0,3.5553482,26.0,3.295837
